title, post_detail
Nepse drops as investors await Q1 results,KATHMANDU NOVEMBER 7 A slight gain in the mid-week failed to prop up the Nepal Stock Exchange (Nepse) index in the trading week between November 1 and 5 causing the local bourse to record a drop of 0.58 per cent or 9.59 points. “While some short-term investors looked to capitalise on the surge witnessed last Wednesday when the market had reopened after the Dashain holidays most are awaiting the financial results of the first quarter and dividend announcement of the listed companies” said a market analyst explaining the market movement. According to him the market movement may remain muted till the festive season is over. Share investors had flocked to the banking stocks when the market had reopened last Wednesday prompting the benchmark index to gain 41.2 points that day. But the benchmark index dropped the following day on profit-booking — a trend that continued in the start of the review week. Opening at 1645.68 points on Sunday the Nepse index had dropped by 4.72 points by the time of closing. It shed another 3.33 points on Monday. The local bourse however recouped the loss of the earlier day by edging up 5.41 points on Tuesday. The positive sentiment did not last though and Nepse dipped by 2.40 points on Wednesday and fell by 4.55 points to close the trading week at 1636.09 points. The sensitive index which measures the performance of class ‘A’ stocks fell by 1.12 per cent or 3.67 points to 324.37 points. The float index that gauges the performance of shares actually traded also slipped by 0.92 per cent or 1.06 points to close the trading week at 114.11 points. Altogether more than 40 million shares of 214 companies were traded through 161070 transactions that amounted to Rs 12.22 billion. The traded amount was a whopping 112.07 per cent higher compared to the total weekly turnover of Rs 5.76 billion recorded in the preceding week when 19.69 million shares of 195 companies had changed hands through 84527 transactions. It has to be noted though that the market had opened for only two trading days in the preceding week compared to the normal five days in the review period. Hence a breakdown reveals that the average daily turnover actually fell 15.17 per cent to Rs 2.44 billion against Rs 2.88 billion of the past week. Among the subgroups commercial banks had the highest weightage of 33.34 per cent in the total weekly turnover followed by hydropower subgroup with 21.39 per cent microfinance with 12.28 per cent others with 8.27 per cent non-life insurance with 6.39 per cent life insurance with 5.73 per cent development banks with 4.02 per cent finance with 2.27 per cent manufacturing with 2.15 per cent trading with 0.41 per cent hotels with 0.31 per cent and mutual funds with 0.30 per cent. The remaining share was occupied by promoter shares (3.10 per cent) debentures (0.05 per cent and preference shares. Eight of the subgroups landed in the green in the review period while the remaining four witnessed losses in the week. The trading subgroup led the gainers with the sub-index soaring by 10.95 per cent or 121.09 points to 1226.44 points. It was followed by microfinance that jumped 3.17 per cent or 81.53 per cent to 2655.42 points. Hydropower advanced by 3.06 per cent or 42.50 points to 1432.43 points. The sub-index of mutual funds went up by 2.35 per cent or 0.25 point to 10.89 points while that of others by 2.02 per cent or 21.41 points to 1080.84 points. Non-life insurance rose by 1.36 per cent or 109.69 points to 8190.5 points. Finance landed at 864.53 points and hotels rested at 1757.35 points after witnessing muted gains of less than one per cent. Banking on the other hand slumped by 2.94 per cent or 39.39 points to 1301.54 points. Development banks followed with a drop of 1.40 per cent or 29.87 points to 2106.03 points. Manufacturing closed at 3034.09 points and life insurance settled at 9705.14 points — both slipping by less than one per cent. Meanwhile Prime Commercial Bank (PCB) had the highest weekly turnover of Rs 660.43 million. It was followed by Api Power Company with Rs 461.55 million Shiva Shree Hydropower Ltd (SSHL) with Rs 416.10 million Hydorelectricity Investment and Development Company Ltd (HID- CL) with Rs 382.26 million and Arun Kabeli Power Ltd (AKPL) with Rs 376.77 million. General Insurance Company Nepal Ltd recorded 10236 transactions which was the highest among the listed companies in the review week. Reliance Life Insurance with 7311 transactions PCB with 4557 transactions HIDCL with 4323 transactions and Api Power with 4102 transactions rounded up the top five in this category. SSHL was the forerunner in terms of trading volume with 2.73 million of its shares changing hands followed by PCB with 1.91 million shares Api with 1.89 million shares HIDCL with 1.68 million shares and AKPL with 1.39 million shares. Source: Nepse A version of this article appears in print on November 08 2020 of The Himalayan Times. 							Follow The Himalayan Times on							Twitter							and							Facebook 
Bangladesh skipper Mominul tests positive for coronavirus,DHAKA: Bangladesh test captain Mominul Haque has tested positive for the novel coronavirus the Bangladesh Cricket Board’s chief physician said on Tuesday. “He is coronavirus positive with mild symptoms” physician Debashish Chowdhury told reporters. The 29-year-old batsman who has represented the Asian side in 40 tests is self-isolating at home. Mominul is the second high-profile Bangladesh cricketer to test positive for the virus after national Twenty20 captain and all-rounder Mahmudullah who was forced to miss his team’s playoff in the Pakistan Super League. Experts fear Bangladesh might face another surge in infections during the winter having reported 423620 cases so far including 6108 deaths. 							Follow The Himalayan Times on							Twitter							and							Facebook 
Rapinoe criticises Man Utd over delayed investment in women’s team,World Cup-winning US midfielder Megan Rapinoe has denounced the lack of investment in women’s soccer around the world saying it is “disgraceful” that a club like Manchester United had taken so long to revive their team. United faced criticism for not forming a team after their women’s side was scrapped in 2005 and were granted a licence to play in the second tier Championship in 2018. The team immediately earned promotion to the Women’s Super League (WSL) and finished fourth in their maiden campaign in the top flight. They lead the table after six games this season following Sunday’s 1-0 win over Arsenal. “Women’s football in England is the same as in America. It’s so far behind because of what we’ve had to overcome in the lack of investment” Rapinoe told the BBC. “It’s 2020. How long has the Premier League been around? And we’re only just seeing a club like Manchester United put effort and pounds towards a women’s team? Frankly it’s disgraceful.” Several U.S. women’s international players have joined the WSL this season with Tobin Heath and Christen Press signing for United Rose Lavelle and Sam Mewis moving to Manchester City and Alex Morgan sealing a loan switch to Tottenham Hotspur. Rapinoe who claimed the Ballon d’Or in 2019 after a career-defining year in which she won her second World Cup title opted out of National Women’s Soccer League competitions this year. “I’ve had a few teammates go abroad and play while I’m training and trying to keep fit in the hopes that eventually we’ll be out of this hellscape” Rapinoe said. “I want to keep playing. I’m definitely not anywhere near retirement – I absolutely want to play at the Olympics.” 							Follow The Himalayan Times on							Twitter							and							Facebook 
Bayern waiting to see extent of Kimmich injury,DORTMUND: Bayern Munich were waiting to discover the extent of Joshua Kimmich’s injury on Saturday after he limped out of their 3-2 win at Borussia Dortmund in the Bundesliga. The 25-year-old one of the most consistent performers for the European champions hurt his right knee as he tripped Erling Haaland to stop the Dortmund striker breaking away in the 35th minute. Germany international Kimmich who was booked for the foul was clearly in a lot of pain and had to be helped from the field by two members of staff. Bayern said he would be examined when they returned to Munich. “We’ll have to wait and see. He’s one of our key players in that position. A lay-off wouldn’t be easy to deal with” said coach Hansi Flick. Kimmich is also in Germany’s squad for the Nations League games at home to Ukraine on Nov. 14 and away to Spain three days later. 							Follow The Himalayan Times on							Twitter							and							Facebook 
Former James Bond actor Sean Connery dies aged 90,Scottish movie legend Sean Connery who shot to international stardom as the suave sexy and sophisticated British agent James Bond and went on to grace the silver screen for four decades has died aged 90. The BBC and Sky News reported his death on Saturday. FILE – Actor Sean Connery arrives for the Edinburgh International Film Festival opening night showing of the animated movie ‘The Illusionist’ at the Festival Theatre in Edinburgh Scotland on June 16 2010. Photo: Reuters “I was heartbroken to learn this morning of the passing of Sir Sean Connery. Our nation today mourns one of her best loved sons” said Scottish First Minster Nicola Sturgeon. “Sean was a global legend but first and foremost he was a patriotic and proud Scot.” Connery was raised in near poverty in the slums of Edinburgh and worked as a coffin polisher milkman and lifeguard before his bodybuilding hobby helped launch an acting career that made him one of the world’s biggest stars. Connery will be remembered first as British agent 007 the character created by novelist Ian Fleming and immortalized by Connery in films starting with ““Dr. No” in 1962. As Bond his debonair manner and wry humour in foiling flamboyant villains and cavorting with beautiful women belied a darker violent edge and he crafted a depth of character that set the standard for those who followed him in the role. He would introduce himself in the movies with the signature line “Bond – James Bond.” But Connery was unhappy being defined by the role and once said he “hated that damned James Bond”. Tall and handsome with a throaty voice to match a sometimes crusty personality Connery played a series of noteworthy roles besides Bond and won an Academy Award for his portrayal of a tough Chicago cop in “”The Untouchables” (1987). He was 59 when People magazine declared him the “sexiest man alive” in 1989. Connery was an ardent supporter of Scotland’s independence and had the words “Scotland Forever” tattooed on his arm while serving in the Royal Navy. When he was knighted at the age of 69 by Britain’s Queen Elizabeth in 2000 at Holyrood Palace in Edinburgh he wore full Scottish dress including the green-and-black plaid kilt of his mother’s MacLeod clan. BECAME FED UP WITH ‘IDIOTS’ Some noteworthy non-Bond films included director Alfred Hitchcock’s “Marnie” (1964) “The Wind and the Lion” (1975) with Candice Bergen director John Huston’s “The Man Who Would be King” (1975) with Michael Caine director Steven Spielberg’s “Indiana Jones and the Last Crusade” (1989) and the Cold War tale “The Hunt for Red October” (1990). Fans of alternative cinema will always remember him starring as the “Brutal Exterminator” Zed in John Boorman’s mind-bending fantasy epic “Zardoz” (1974) where a heavily moustachioed Connery spent much of the movie running around in a skimpy red loin-cloth thigh-high leather boots and a pony tail. Connery retired from movies after disputes with the director of his final outing the forgettable “The League of Extraordinary Gentlemen” in 2003. “I get fed up dealing with idiots” he said. The Bond franchise was still going strong more than five decades after Connery started it. The lavishly produced movies packed with high-tech gadgetry and spectacular effects broke box office records and grossed hundreds of millions of dollars. After the smashing success of “Dr. No” more Bond movies followed for Connery in quick succession: “From Russia with Love” (1963) “”Goldfinger” (1964) “”Thunderball” (1965) and ““You Only Live Twice” (1967). Connery then grew concerned about being typecast and decided to break away. Australian actor George Lazenby succeeded him as Bond in “”On Her Majesty’s Secret Service” in 1969. But without Connery it lacked what the public wanted and he was lured back in 1971 for ““Diamonds Are Forever” with temptations that included a slice of the profits which he said would go to a Scottish educational trust. He insisted it would be his last time as Bond. Twelve years later at age 53 Connery was back as 007 in ““Never Say Never Again” (1983) an independent production that enraged his old mentor producer Albert “Cubby” Broccoli. PREFERRED BEER TO MARTINIS In a 1983 interview Connery summed up the ideal Bond film as having “marvellous locations interesting ambiance good stories interesting characters – like a detective story with espionage and exotic settings and nice birds.” Connery was a very different type from Fleming’s Bond character with his impeccable social background preferring beer to Bond’s vodka martini cocktails that were “”shaken not stirred”. But Connery‘s influence helped shape the character in the books as well as the films. He never attempted to disguise his Scottish accent leading Fleming to give Bond Scottish heritage in the books that were released after Connery‘s debut. Born Thomas Connery on Aug. 25 1930 he was the elder of two sons of a long-distance truck driver and a mother who worked as a cleaner. He dropped out of school at age 13 and worked in a variety of menial jobs. At 16 two years after World War Two ended Connery was drafted into the Royal Navy and served three years. ““I grew up with no notion of a career much less acting” he once said. ““I certainly never have plotted it out. It was all happenstance really.” Connery played small parts with theatre repertory companies before graduating to films and television. It was his part in a 1959 Disney leprechaun movie “Darby O’Gill and the Little People” that helped land the role of Bond. Broccoli a producer of the Bond films asked his wife to watch Connery in the Disney movie while he was searching for the right leading actor. Dana Broccoli said her husband told her he was not sure Connery had sex appeal. “I saw that face and the way he moved and talked and I said: ‘Cubby he’s fabulous!'” she said. “He was just perfect he had star material right there.” Connery married actress Diane Cilento in 1962. Before divorcing 11 years later they had a son Jason who became an actor. He married French artist Micheline Roquebrune whom he met playing golf in 1975. 							Follow The Himalayan Times on							Twitter							and							Facebook 
Arrest made in 2008 kidnapping of journalists in Afghanistan,NEW YORK: An Afghan man has been brought to the United States to face charges in the 2008 gunpoint kidnapping of a journalist for The New York Times an Afghan journalist and a driver in Afghanistan federal authorities announced Wednesday. The charges against Haji Najibullah 42 were in a six-count indictment unsealed in Manhattan federal court. He briefly appeared at a hearing conducted electronically because of the coronavirus where a U.S. magistrate judge ordered him detained after his court-appointed lawyer Mark Gombiner declined to seek bail. Gombiner did not respond to a message seeking comment. A prosecutor said Najibullah was brought from Ukraine to the United States on Tuesday to face charges including hostage taking conspiracy and kidnapping. Authorities did not say where or when he was first arrested but in a release they thanked Ukrainian authorities for help in his arrest and transfer. If convicted he could face life in prison. The kidnapping victims were not identified by authorities but the description matched the kidnapping of the journalist David Rohde who worked for the Times and an Afghan journalist Tahir Ludin as they were heading to interview a Taliban leader. Both made a dramatic escape from a Taliban-controlled compound in Pakistan’s tribal areas more than seven months after their Nov. 10 2008 kidnapping. Their driver Asadullah Mangal was the third kidnapping victim and escaped a few weeks after Ludin and Rohde. According to an indictment Najibullah was among several kidnappers armed with machine guns who took the men hostage before forcing them five days later to hike across the border from Afghanistan to Pakistan. Najibullah and other kidnappers forced the victims to make numerous calls and videos seeking help during their captivity as they demanded money from Rohde’s family and the release of Taliban prisoners by the U.S. the indictment said. It said Najibullah and others forced the victims to create at least three videos in which they begged for help while surrounded by masked machine gun-toting guards. It said Najibullah recorded a video in which Rohde was forced to beg for his life while a guard pointed the barrel of a machine gun at his face. Also charged in the indictment was Timor Shah who was described as the head guard of the hostages and Akhund Zada who the indictment said was among six armed guards who forced the hostages to hike from Afghanistan to Pakistan. Neither were in custody. The indictment had been sealed since 2014 when it was obtained by then-U.S. Attorney Preet Bharara. Also in 2014 the Times reported that Najibullah led a group described as a radical spinoff of the Taliban with a history of targeting journalists. In 2009 Ludin told The Associated Press in interviews that he was hired by the Times to arrange the interview with a Taliban leader and to translate. At the time he worked as a journalist mostly for the Times of London. Ludin said he was beaten and repeatedly threatened by captors whose demands kept changing. Rohde told Ludin he had not been beaten and Ludin said he had not seen any evidence Rohde was harmed. The men escaped their captors by climbing over the wall of a compound where they were held in the North Waziristan region of Pakistan. “Journalists risk their lives bringing us news from conflict zones and no matter how much time may pass our resolve to find and hold accountable those who target and harm them and other Americans will never wane” Assistant Attorney General for National Security John C. Demers said. 							Follow The Himalayan Times on							Twitter							and							Facebook 
Bill Cosby now 83 grins in newly released prison mug shot,HARRISBURG: A newly released prison mug shot shows Bill Cosby smiling with a disposable mask hanging off his face. The Pennsylvania Department of Corrections recently updated Cosby’s mug shot something routinely done to document changes to inmates’ appearance as they age. Cosby’s new photo was taken Sept. 4. Later in the evening a blurry picture was tweeted from Cosby’s verified account showing him using what appeared to be a prison telephone pulling a mask away from his chin as he smiled. It was accompanied by text that said: “This photo was taken by his publicist Andrew Wyatt during his first virtual video conference call with Mr. Cosby last week. We are posting this to reassure his family and supporters that he is doing ok during this pandemic.” Cosby 83 was convicted of felony sex assault and is serving a three- to 10-year prison term. An appeals court had upheld his conviction but the Pennsylvania Supreme Court agreed this year to review two key issues in the case. The appeal is scheduled to be heard Dec. 1. Cosby a once-beloved comedian long known as “America’s Dad” became the first celebrity convicted of sexual misconduct in the #MeToo era when he was convicted of drugging and sexually assaulting a woman at his home near Philadelphia in 2004. 							Follow The Himalayan Times on							Twitter							and							Facebook 
India cinemas reopen to small audiences after months in dark,NEW DELHI: Seven months after screens went dark cinemas reopened Thursday in much of India with mostly old titles on the marquee — a sign of the country’s efforts to return to normal as the pace of coronavirus infections slows but also of the roadblocks that remain. The return to movie theaters comes as India is registering the highest number of daily cases globally and is expected to soon top the list worldwide in terms of total number of reported infections passing the United States. But trends also suggest the spread is beginning to slow. Nearly 10000 theaters closed in mid-March when the government imposed restrictions to fight the virus which has torn through India and is blamed for more than 110000 deaths. Cinemas are among the last public places to reopen — a hugely symbolic move in a country known the world over for the lavish productions pumped out by its Bollywood film industry. On Thursday however movie theatres struggled to lure the public back. Many ran shows for small audiences. In the capital of New Delhi one cinema attracted a little more than two dozen people for its late afternoon show. Most of the moviegoers included guards and the housekeeping staff of the shopping mall that houses the theater. Every year the $2.8 billion industry produces more than 2000 films that feature complex dance routines singing and spectacularly large casts serving to unite a diverse nation of 1.4 billion people. The industry’s success over the years has embedded moviegoing into India’s contemporary culture and been a boon for the economy which since the pandemic began has nosedived to its slowest growth on record. But even if theaters are reopening filmmaking hasn’t rebounded. Reeling from zero box-office returns in this pandemic year Indian filmmakers have so far not lined up any new big-ticket releases and have pushed any films they have made directly to online streaming platforms like Netflix and Amazon Prime. Such struggles can be seen the world over as the pandemic has devastated the entertainment industry. Earlier this month a major American movie theater chain said it would temporarily shutter hundreds of locations in the U.S. and the U.K. Movie theaters pose some of the biggest infection risks since they put people in a closed space where the virus can spread easily for an extended period of time. To minimize the danger Indian cinemas have separated seats staggered show times and are encouraging digital payments. Masks and temperature checks are mandatory. “We have put everything into place maybe more than what has been prescribed” said Gagan Kapur regional head of the PVR Cinemas in New Delhi. Still some Indian states have been cautious. Authorities in Mumbai the home of Bollywood put off reopening cinemas for the time being. The southern state of Maharashtra of which Mumbai is the capital is the worst-hit in India with more nearly 37% of the country’s COVID-19 fatalities. With few new films coming out of Bollywood theaters on Thursday mostly re-released earlier hits though one new film “Khaali Peeli” a typical Bollywood potboiler came out. Older films like “Tanhaji” a historical epic about a Hindu warrior who rises against the Mughals “Thappad” a social drama on domestic violence and “Shubh Mangal Zyada Saavdhan” a rom-com featuring a gay couple were played across multiple screens. “PM Narendra Modi” an unabashed hagiography of the Indian prime minister that was released last year also ran in some places. The reopening of cinemas comes as trends suggest a decline in new infections. India saw a surge in July and added more than 2 million in August and another 3 million in September. But it is seeing a slower pace of coronavirus spread since mid-September when the daily infections touched a record of 97894. It is recording an average of just over 70000 cases daily so far this month. But some experts say that India’s tally of more than 7.3 million total infections may not be reliable because of poor reporting and inadequate health infrastructure. India is also relying heavily on antigen tests which are faster but less accurate than traditional RT-PCR tests. Health officials have also warned about the potential for the virus to spread during the religious festival season beginning later this month. “The next two and a half months are going to be very crucial for us in our fight against corona because of the winter season and the festival season” Health Minister Harsh Vardhan said Wednesday. “It becomes responsibility of every citizen to not let our guard down and follow COVID-19 appropriate behavior to curb spread of the infection.” 							Follow The Himalayan Times on							Twitter							and							Facebook 
Apple unveils first Macs built to run more like iPhones,SAN RAMON: Apple is rolling out new Mac computers powered by the same kind of chips that run iPhones and iPads a move aimed at making it easier for its most popular products to work together. For instance Macs using the new chips will be able to run the same apps designed for the iPhone’s mobile operating system although it appears some developers aren’t immediately keen on making those apps available for Macs. Apple didn’t demonstrate any other interoperability features based on the new chips although analysts expect more cross-pollination. The new Mac lineup unveiled Tuesday will be in stores five months after Apple announced it would abandon its longtime partner Intel in favor of using its own processors for Mac computers. Apple said its new Mac chips make possible faster processing speeds sleeker designs and longer running times on a single battery charge. For instance some Macs have eliminated a cooling fan inside the machines helping slim down their design. The transition to the new in-house chips could also create stumbling blocks for Apple and other software makers aiming to adapt existing Mac software so it will also run smoothly on the new models. Initially Apple will only be putting its chips in smaller computers — the 13-inch MacBook Air and 13-inch MacBook Pro as well as the Mac Mini desktop. The company expects it will take another two years before all its Macs are running on the in-house chips. All three new computers are supposed to be available in stores next week with prices starting at almost $700 for the Mac Mini to $1200 for the 13-inch MacBook Pro. The new Macs are debuting amid high demand for laptop computers as consumers companies schools and government agencies adjust to a work-at-home shift triggered by the COVID-19 pandemic. Even if a vaccine eases the threat posed by the novel coronavirus people still are expected to be working more frequently from home than they previously did.. Apple’s Mac sales surged 17% during the first nine months of this year compared to 2019. The company’s iPhone revenue fell 9% over the same span as people continued to hold on to their older models for longer periods or bought devices powered by Google’s Android software instead. Apple still get four times more revenue from iPhones than it does from Macs Sales of Macs also lag far behind those of PCs made by Lenovo HP and Dell that run Microsoft’s Windows software and primarily use chips made by Intel and AMD. 							Follow The Himalayan Times on							Twitter							and							Facebook 
Matrika Prasad Koirala’s ‘Koshiko Katha’ relaunched,KATHMANDU: Publication Nepalaya republished Matrika Prasad Koirala’s ‘Koshiko Katha’ an anthology of essays as part of its Classics for 2020 on Tuesday. Issuing a press statement today Nepalaya said the book was published initially in 1990 by Prativa Puraskar Pratisthan Biratnagar but had been out of print for many years now. Speaking about the book Kamal Koirala son of the late author said “The book had been out of print for a while now. I am very happy that after all these decades the book will find its way into readers’ homes because the book has much to offer in terms of personal history of Koiralas in exile.” He further said the book will also help the readers to comprehend the anthropological account of Koshi river its inhabitants and their stories. “The nine essays in the collection meander along the banks of Koshi sometimes reaching all the way to India where the author spent a major part of his childhood on a political exile imposed upon his family” reads the statement. Koirala does not limit his study of Koshi River to politics but gently exfoliates its historic anthropological and mythical aspects as well. “The book is a crisp but dense historic document.” Matrika Prasad Koirala is remembered mostly for his role in the anti-Rana movement of the 1940s as Nepali Congress Supreme Commander. He eventually became the first non-Rana Nepali prime minister in 1950. The book with its intentionally personal essays on Koshi throws valuable insight into Koirala’s political persona and also into Nepal’s history reads the statement. ‘Koshiko Katha’ is priced at Rs 295 in Nepali market and is also available at all leading bookstores across the country. The digital copy of the book can also be purchased from www.thuprai.com while it will also be available worldwide on Amazon.com according to Nepalaya. 							Follow The Himalayan Times on							Twitter							and							Facebook 
One in five COVID-19 patients develop mental illness within 90 days – study,LONDON: Many COVID-19 survivors are likely to be at greater risk of developing mental illness psychiatrists said on Monday after a large study found 20% of those infected with the coronavirus are diagnosed with a psychiatric disorder within 90 days. Anxiety depression and insomnia were most common among recovered COVID-19 patients in the study who developed mental health problems and the researchers also found significantly higher risks of dementia a brain impairment condition. “People have been worried that COVID-19 survivors will be at greater risk of mental health problems and our findings … show this to be likely” said Paul Harrison a professor of psychiatry at Britain’s Oxford University. Doctors and scientists around the world urgently need to investigate the causes and identify new treatments for mental illness after COVID-19 Harrison said. “(Health) services need to be ready to provide care especially since our results are likely to be underestimates (of the number of psychiatric patients)” he added. The study published in The Lancet Psychiatry journal analysed electronic health records of 69 million people in the United States including more than 62000 cases of COVID-19. In the three months following testing positive for COVID-19 1 in 5 survivors were recorded as having a first time diagnosis of anxiety depression or insomnia. This was about twice as likely as for other groups of patients in the same period the researchers said. The study also found that people with a pre-existing mental illness were 65% more likely to be diagnosed with COVID-19 than those without. Mental health specialists not directly involved with the study said its findings add to growing evidence that COVID-19 can affect the brain and mind increasing the risk of a range of psychiatric illnesses. “This is likely due to a combination of the psychological stressors associated with this particular pandemic and the physical effects of the illness” said Michael Bloomfield a consultant psychiatrist at University College London. Simon Wessely regius professor of psychiatry at King’s College London said the finding that those with mental health disorders are also at higher risk of getting COVID-19 echoed similar findings in previous infectious disease outbreaks. “COVID-19 affects the central nervous system and so might directly increase subsequent disorders. But this research confirms that is not the whole story and that this risk is increased by previous ill health” he said. 							Follow The Himalayan Times on							Twitter							and							Facebook 
Pfizer vaccine trial success signals breakthrough in pandemic battle,Pfizer Inc’s PFE.N experimental COVID-19 vaccine is more than 90% effective based on initial trial results the drugmaker said on Monday a major victory in the war against a virus that has killed over a million people and battered the world’s economy. Scientists public health officials and investors welcomed the first successful interim data from a large-scale clinical test as a watershed moment that could help turn the tide of the pandemic if the full trial results pan out. However mass roll-outs which needs regulatory approval will not happen this year and several vaccines are seen as necessary to meet massive global needs. Pfizer and German partner BioNTech SE 22UAy.F said they had found no serious safety concerns yet and expected to seek U.S. emergency use authorization this month raising the chance of a regulatory decision as soon as December. If granted the companies estimate they can roll out up to 50 million doses this year enough to protect 25 million people and then produce up to 1.3 billion doses in 2021. “Today is a great day for science and humanity” said Pfizer Chief Executive Albert Bourla noting the data milestone comes with “infection rates setting new records hospitals nearing over-capacity and economies struggling to reopen.” Experts said they wanted to see the full trial data but the preliminary results looked encouraging. “This news made me smile from ear to ear. It is a relief to see such positive results on this vaccine and bodes well for COVID-19 vaccines in general” said Peter Horby professor of emerging infectious diseases at the University of Oxford. There are still many questions such as how effective the vaccine is by ethnicity or age and how long immunity may last. “But the bottom line is as a vaccine it’s more than 90% effective which is extraordinary” top U.S. infectious diseases expert Dr. Anthony Fauci told CNN. Pfizer expects to seek U.S. emergency use authorization for people aged 16 to 85. To do so it will need two months of follow-up safety data to assure no side effects crop up. That is expected to be available in the third week of November. US Health and Human Services Secretary Alex Azar said it would take several weeks for U.S. regulators to receive and process the data before a potential approval. The prospect of a vaccine electrified world markets with the S&P 500 and Dow hitting record highs. JPMorgan said on Monday it expected the S&P 500 index to hit 4000 points by early 2021 and called Pfizer’s COVID-19 vaccine and called Pfizer Inc’s PFE.N COVID-19 vaccine update “one of the best backdrops for sustained gains in years. Stock of theme park and film company Walt Disney rose 12% and movie chain operator AMC Entertainment Holdings was up 51%. Shares in companies that have thrived during lockdowns such as Netflix Inc NFLX.O and conferencing platform Zoom Video ZM.O tumbled. Gun stocks sold off on higher hopes for a return to normal and a lack of civil unrest. Pfizer shares jumped more than 8% to their highest since July last year while BioNTech’s stock hit a record high. Mizuho Securities analyst Vamil Divan forecast the vaccine may generate sales in excess of $8.5 billion for Pfizer in 2020-2021 alone. Shares of other vaccine developers in the final stage of testing also rose with Johnson & Johnson JNJ.N up nearly 4% and Moderna Inc MRNA.O whose vaccine uses a similar technology as the Pfizer shot up more than 8%. Britain’s AstraZeneca AZN.L however fell 2%. Moderna is expected to report results from its large-scale trial later this month. “It’s likely that we’re going to have more than one vaccine that’s effective” Fauci said. William Schaffner infectious diseases expert at Vanderbilt University School of Medicine in Nashville Tennessee called the Pfizer results better than most anticipated. “The study isn’t completed yet but nonetheless the data look very solid.” U.S. President Donald Trump welcomed the test results and the market boost: “STOCK MARKET UP BIG VACCINE COMING SOON. REPORT 90% EFFECTIVE. SUCH GREAT NEWS!” he tweeted. President-elect Joe Biden said the news was excellent but did not change the fact that face masks social distancing and other health measures would be needed well into next year. The World Health Organization called the results very positive but warned there was a funding gap of $4.5 billion that could slow access to tests medicines and vaccines in low- and middle-income countries. There are other challenges as well that could affect less affluent countries. The Pfizer vaccine must be shipped and stored at an extremely cold temperature which requires necessary infrastructure. Even many U.S. hospitals lack these super cold storage units which may impact when and where the vaccine becomes available in many U.S. rural areas as well. That highlights the need for more traditional vaccines in development such as J&J’s candidate. ‘NEAR ECSTATIC’ Still there was cause for jubilation. “I’m near ecstatic” Bill Gruber one of Pfizer’s top vaccine scientists said in an interview. “This is a great day for public health and for the potential to get us all out of the circumstances we’re now in.” Between 55% and 65% of the population will need to be vaccinated to break the dynamic of the spread of COVID-19 said Germany’s health minister Jens Spahn adding that he did not expect a shot to be available before the first quarter of 2021. The European Union said on Monday it would soon sign a contract for up to 300 million doses of the Pfizer and BioNTech COVID-19 vaccine. The companies have a $1.95 billion contract with the U.S. government to deliver 100 million vaccine doses beginning this year. They did not receive research funding from the Trump administration’s Operation Warp Speed vaccine program. The drugmakers have also reached supply agreements with the United Kingdom Canada and Japan. The interim analysis conducted after 94 participants in the trial developed COVID-19 examined how many had received the vaccine versus a placebo. Pfizer did not provide that detail but over 90% effective implies that no more than 8 of the 94 had received the vaccine administered in two shots about three weeks apart. The efficacy rate which could drop once full results are available is well above the 50% effectiveness required by the U.S. Food and Drug Administration for a coronavirus vaccine. Shortly after Pfizer’s announcement Russia said its Sputnik V vaccine was also more than 90% effective based on data collated from inoculations of the public. To confirm the efficacy rate Pfizer said it would continue its trial until there were 164 COVID-19 cases among volunteers. Bourla told CNBC on Monday that could be before the end of November. Lawrence Young a professor of molecular oncology at Britain’s University of Warwick noted that the data may show the vaccine keeps people from getting sick but not necessarily from becoming infected. “And the subtlety there … is if you’re infected then you can still transmit the virus.” Dozens of drugmakers and research groups around the globe have been racing to develop vaccines against COVID-19 which on Sunday exceeded 50 million cases since the new coronavirus first emerged late last year in China. The Pfizer and BioNTech vaccine uses messenger RNA (mRNA) technology which relies on synthetic genes that can be generated and manufactured in weeks and produced at scale more rapidly than conventional vaccines. The technology is designed to trigger an immune response without using pathogens such as actual virus particles. The Trump administration has said it will have enough vaccine doses for all of the 330 million U.S. residents who want it by the middle of 2021.     							Follow The Himalayan Times on							Twitter							and							Facebook 
